[2026-08-13 17:56:26] [SPAMMY] execute query-server2> runQuery called with /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql
[2026-08-13 17:56:26] Calling plumbing command: codeql resolve library-path --additional-packs=/home/oleksii-shemshur/work/toolchains/tools/queries --query=/home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql --format=json
[2026-08-13 17:56:26] [DETAILS] resolve library-path> Resolving query at normalized path /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-13 17:56:26] [DETAILS] resolve library-path> Found enclosing pack 'flags/gcc-queries' at /home/oleksii-shemshur/work/toolchains/tools/queries.
[2026-08-13 17:56:26] [DETAILS] resolve library-path> Adding compilation cache at /home/oleksii-shemshur/.codeql/compile-cache.
[2026-08-13 17:56:26] [DETAILS] resolve library-path> QL pack dependencies for /home/oleksii-shemshur/work/toolchains/tools/queries found in cache.
[2026-08-13 17:56:26] [DETAILS] resolve library-path> Found dbscheme through QL packs: /home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/semmlecode.cpp.dbscheme.
[2026-08-13 17:56:26] Plumbing command codeql resolve library-path completed:
                      {
                        "libraryPath" : [
                          "/home/oleksii-shemshur/work/toolchains/tools/queries",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/dataflow/2.1.10",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/controlflow/2.0.38",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/mad/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/quantum/0.0.32",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/rangeanalysis/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/ssa/2.0.30",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/tutorial/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/typeflow/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/typetracking/2.0.38",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/util/2.0.41",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/xml/1.0.54"
                        ],
                        "dbscheme" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/semmlecode.cpp.dbscheme",
                        "compilationCache" : [
                          "/home/oleksii-shemshur/.codeql/compile-cache"
                        ],
                        "relativeName" : "flags/gcc-queries/all_passes_gcc_working.ql",
                        "qlPackName" : "flags/gcc-queries"
                      }
[2026-08-13 17:56:26] [PROGRESS] execute query-server2> Compiling query plan for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-13 17:56:26] [DETAILS] execute query-server2> Resolving imports for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-13 17:56:27] Resolved file set for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql hashes to 26d17310d92432c2c52b96a4a47ef2ce.
[2026-08-13 17:56:27] [DETAILS] execute query-server2> Checking QL for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-13 17:56:27] Stale frontend caches are invalidated based on import graph reachability.
[2026-08-13 17:56:27] ExternalModuleBindingPass ...
[2026-08-13 17:56:28] ExternalModuleBindingPass time: 00:00.559
[2026-08-13 17:56:28] CollectInstantiationsPass ...
[2026-08-13 17:56:28] CollectInstantiationsPass time: 00:00.092
[2026-08-13 17:56:28] Ql checks ...
[2026-08-13 17:56:30] Ql checks time: 00:02.077
[2026-08-13 17:56:34] Compilation pipeline
[2026-08-13 17:56:35] Type Inference ...
[2026-08-13 17:56:35] CSV_TYPE_HIERARCHY: Best number of iterations,Maximum number of runs,Number of BDD variables,Size of BDD for typefacts
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/empty.model.yml",
                              "index" : 0,
                              "firstRowId" : 875,
                              "rowCount" : 0,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A",
                                "columnNumbers" : "A"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/brotli/brotli.model.yml",
                              "index" : 0,
                              "firstRowId" : 875,
                              "rowCount" : 474,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*473",
                                "columnNumbers" : "A=9*474"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/curl/curl.model.yml",
                              "index" : 0,
                              "firstRowId" : 1349,
                              "rowCount" : 953,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*952",
                                "columnNumbers" : "A=9*953"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/glibc/glibc.model.yml",
                              "index" : 0,
                              "firstRowId" : 2302,
                              "rowCount" : 5488,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*5487",
                                "columnNumbers" : "A=9*5488"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/libidn2/libidn2.model.yml",
                              "index" : 0,
                              "firstRowId" : 7790,
                              "rowCount" : 142,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*141",
                                "columnNumbers" : "A=9*142"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/libssh2/libssh2.model.yml",
                              "index" : 0,
                              "firstRowId" : 7932,
                              "rowCount" : 511,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*510",
                                "columnNumbers" : "A=9*511"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/libuv/libuv.model.yml",
                              "index" : 0,
                              "firstRowId" : 8443,
                              "rowCount" : 640,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*639",
                                "columnNumbers" : "A=9*640"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/nghttp2/nghttp2.model.yml",
                              "index" : 0,
                              "firstRowId" : 9083,
                              "rowCount" : 565,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*564",
                                "columnNumbers" : "A=9*565"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/openssl/openssl.model.yml",
                              "index" : 0,
                              "firstRowId" : 9648,
                              "rowCount" : 21578,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*21577",
                                "columnNumbers" : "A=9*21578"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/sqlite/sqlite.model.yml",
                              "index" : 0,
                              "firstRowId" : 31226,
                              "rowCount" : 942,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*941",
                                "columnNumbers" : "A=9*942"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/zlib/zlib.model.yml",
                              "index" : 0,
                              "firstRowId" : 32168,
                              "rowCount" : 162,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*161",
                                "columnNumbers" : "A=9*162"
                              }
                            },
                            {
                              "predicate" : "sourceModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/getc.model.yml",
                              "index" : 0,
                              "firstRowId" : 32330,
                              "rowCount" : 13,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*12",
                                "columnNumbers" : "A=9*13"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/iconv.model.yml",
                              "index" : 0,
                              "firstRowId" : 32343,
                              "rowCount" : 1,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6",
                                "columnNumbers" : "A=9"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/oleauto.model.yml",
                              "index" : 0,
                              "firstRowId" : 32344,
                              "rowCount" : 3,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*2",
                                "columnNumbers" : "A=9*3"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/pthread.model.yml",
                              "index" : 0,
                              "firstRowId" : 32347,
                              "rowCount" : 1,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6",
                                "columnNumbers" : "A=9"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.array.model.yml",
                              "index" : 0,
                              "firstRowId" : 32348,
                              "rowCount" : 9,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*8",
                                "columnNumbers" : "A=9*9"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.deque.model.yml",
                              "index" : 0,
                              "firstRowId" : 32357,
                              "rowCount" : 69,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*68",
                                "columnNumbers" : "A=9*69"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.format.model.yml",
                              "index" : 0,
                              "firstRowId" : 32426,
                              "rowCount" : 9,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*8",
                                "columnNumbers" : "A=9*9"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.forward_list.model.yml",
                              "index" : 0,
                              "firstRowId" : 32435,
                              "rowCount" : 52,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*51",
                                "columnNumbers" : "A=9*52"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.iterator.model.yml",
                              "index" : 0,
                              "firstRowId" : 32487,
                              "rowCount" : 6,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*5",
                                "columnNumbers" : "A=9*6"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.list.model.yml",
                              "index" : 0,
                              "firstRowId" : 32493,
                              "rowCount" : 67,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*66",
                                "columnNumbers" : "A=9*67"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.thread.model.yml",
                              "index" : 0,
                              "firstRowId" : 32560,
                              "rowCount" : 5,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*4",
                                "columnNumbers" : "A=9*5"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.vector.model.yml",
                              "index" : 0,
                              "firstRowId" : 32565,
                              "rowCount" : 56,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*55",
                                "columnNumbers" : "A=9*56"
                              }
                            },
                            {
                              "predicate" : "restrictAlertsTo",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/util/2.0.41/ext/default-alert-filter.yml",
                              "index" : 0,
                              "firstRowId" : 32621,
                              "rowCount" : 0,
                              "predicateHasOrigin" : false,
                              "locations" : {
                                "lineNumbers" : "A",
                                "columnNumbers" : "A"
                              }
                            },
                            {
                              "predicate" : "restrictAlertsToExactLocation",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/util/2.0.41/ext/default-alert-filter.yml",
                              "index" : 1,
                              "firstRowId" : 32621,
                              "rowCount" : 0,
                              "predicateHasOrigin" : false,
                              "locations" : {
                                "lineNumbers" : "A",
                                "columnNumbers" : "A"
                              }
                            }
                          ]
                        },
                        "threatModels" : { },
                        "extensionPacks" : [ ]
                      }
[2026-08-13 17:56:38] [SPAMMY] execute query-server2> Selected JGit Git client for /home/oleksii-shemshur/work/toolchains/tools/queries because the repository uses SHA-1 object format.
[2026-08-13 17:56:38] [WARN] execute query-server2> Error retrieving qlpack commit hash from Git repository
                             java.lang.IllegalArgumentException: Empty path not permitted.
                             	at org.eclipse.jgit.treewalk.filter.PathFilter.create(PathFilter.java:52)
                             	at org.eclipse.jgit.api.LogCommand.addPath(LogCommand.java:287)
                             	at com.semmle.util.git.JGitClient$JGitRepository.lambda$log$2(JGitClient.java:192)
                             	at java.base/java.util.Optional.ifPresent(Unknown Source)
                             	at com.semmle.util.git.JGitClient$JGitRepository.log(JGitClient.java:181)
                             	at com.semmle.cli2.pack.PackUtil.getLastCommit(PackUtil.java:49)
                             	at com.semmle.cli2.pack.PackUtil.queryGitForHeadVersion(PackUtil.java:34)
                             	at com.semmle.cli2.bqrs.InterpretCommand.getQlPackSha(InterpretCommand.java:434)
                             	at com.semmle.cli2.bqrs.InterpretCommand.getQlPackSha(InterpretCommand.java:424)
                             	at com.semmle.cli2.execute.RunResultBuilder.lambda$addPack$0(RunResultBuilder.java:85)
                             	at java.base/java.util.TreeMap.callMappingFunctionWithCheck(Unknown Source)
                             	at java.base/java.util.TreeMap.computeIfAbsent(Unknown Source)
                             	at com.semmle.cli2.execute.RunResultBuilder.addPack(RunResultBuilder.java:82)
                             	at com.semmle.cli2.execute.RunResultBuilder.lambda$recordDataExtensions$4(RunResultBuilder.java:115)
                             	at java.base/java.util.LinkedHashMap.forEach(Unknown Source)
                             	at java.base/java.util.Collections$UnmodifiableMap.forEach(Unknown Source)
                             	at com.semmle.cli2.execute.RunResultBuilder.recordDataExtensions(RunResultBuilder.java:105)
                             	at com.semmle.cli2.execute.queryServer2.QueryServer2Command$Impl.compileAndPrepareQuery(QueryServer2Command.java:573)
                             	at com.semmle.cli2.execute.queryServer2.QueryServer2Command$Impl.compileAndRunQuery(QueryServer2Command.java:747)
                             	at com.semmle.cli2.execute.queryServer2.QueryServer2Command$Impl.lambda$runQuery$32(QueryServer2Command.java:734)
                             	at com.semmle.util.concurrent.FutureUtils.supplyCompose(FutureUtils.java:248)
                             	at com.semmle.util.concurrent.FutureUtils.futureFinally(FutureUtils.java:188)
                             	at com.semmle.cli2.execute.queryServer2.QueryServer2Command$Impl.lambda$runQuery$33(QueryServer2Command.java:733)
                             	at com.semmle.util.concurrent.FutureUtils.supplyCompose(FutureUtils.java:248)
                             	at com.semmle.cli2.execute.queryServer2.QueryServer2Command$Impl.lambda$runQuery$35(QueryServer2Command.java:730)
                             	at com.semmle.cli2.execute.queryServer2.QueryServer2Command$Impl.lambda$withProgressAndCancellation$17(QueryServer2Command.java:443)
                             	at com.semmle.util.concurrent.FutureUtils.supplyCompose(FutureUtils.java:248)
                             	at com.semmle.cli2.execute.queryServer2.QueryServer2Command$Impl.lambda$withProgressAndCancellation$18(QueryServer2Command.java:442)
                             	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
                             	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
                             	at java.base/java.lang.Thread.run(Unknown Source)
[2026-08-13 17:56:38] Starting evaluation of /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql
[2026-08-13 17:56:38] (0s) Start query execution
[2026-08-13 17:56:38] (0s) Beginning execution of /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql
[2026-08-13 17:56:38] (0s)  >>> Full cache hit cached_ResolveClass::isType/1#eabb9878/1@82ca1924 with 123849 rows and digest ad8b59i0rjk679rlo7j44pb0t5e.
[2026-08-13 17:56:38] (0s)  >>> Full cache hit cached_ResolveClass::isClass/1#af2a1ca6/1@ecb9e6su with 10868 rows and digest 1fa0d2c7406asdf7p55ogihl6q3.
[2026-08-13 17:56:38] (0s)  >>> Full cache hit cached_ResolveClass::resolveClass/1#ea47deee/2@a66798km with 24895 rows and digest 70711dvmaor323eimjo3stdkd3e.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit locations_default/6@2b5cc3pr with digest 208314j8dlf7l17ppt0mkt6l971.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit all_passes_gcc_working::GccPassClass#52fccc07/1@4d6a54pn with digest 4067cd1kaskab46as8n7t2d6dp2.
[2026-08-13 17:56:38] (0s)  >>> Full cache hit cached_ResolveGlobalVariable::resolveGlobalVariable/1#17c3b74f/2@d04f11u9 with 447482 rows and digest 0a435bcnqfcgl7v26ek37lvt057.
[2026-08-13 17:56:38] (0s)  >>> Full cache hit cached_ResolveGlobalVariable::isVariable/1#6e051315/1@90738ahc with 446985 rows and digest e30202t02m9of0bfg2r1oggfe11.
[2026-08-13 17:56:38] (0s)  >>> Full cache hit cached_ResolveFunction::resolveFunction/1#576ba5ee/2@d186d880 with 107513 rows and digest d18da02akie3eih7c0nlsm38gs8.
[2026-08-13 17:56:38] (0s)  >>> Full cache hit cached_ResolveFunction::isFunction/1#9226b83f/1@f98098d9 with 91685 rows and digest 313143810mls3pav5g7p48cacd0.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss UserType::UserType.getName/0#dispred#68e0aaf0/2@c6c4e3bl for content digest 3cbbc005o7c33m9ful7o33kp3a4.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit usertypes/3@80f81avc with digest f5899an5iulpaoup5l4ds9vcgue.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit UserType::UserType#21e9e463/1@a3a094rk with digest 064364qavrgokb7k2rt89s8dhn4.
[2026-08-13 17:56:38] (0s)  >>> Full cache hit usertypes/3@80f81avc with 24895 rows and digest f5899an5iulpaoup5l4ds9vcgue.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss UserType::UserType#21e9e463/1@a3a094rk for content digest 064364qavrgokb7k2rt89s8dhn4.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit @usertype/1@bb08c6gq with digest 1d60fb004r2gh8m88bm3t0geggd.
[2026-08-13 17:56:38] (0s)  >>> Full cache hit @usertype/1@bb08c6gq with 24895 rows and digest 1d60fb004r2gh8m88bm3t0geggd.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss Type::Type.getName/0#dispred#77a04a0a/2@a8e234eu for content digest af6243mnh8topt3q8h4hqrrfl37.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit Type::IntrinsicTransformedType#9604289c_10#join_rhs/2@2b3a28pp with empty relation.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss Type::Decltype#2a58cb8b/1@170a944k for content digest 7fe0c2art4lqhgobv30j4khpjg0.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit project##decltypesMerge/1@7915a3vs with digest 7fe0c2art4lqhgobv30j4khpjg0.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss project##decltypesMerge/1@7915a3vs for content digest 7fe0c2art4lqhgobv30j4khpjg0.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit #decltypesMerge_20#join_rhs/2@e0e9c00l with digest 9a0948n0ajl8dq2t4vn2sqkj7ue.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss #decltypesMerge_20#join_rhs/2@e0e9c00l for content digest 9a0948n0ajl8dq2t4vn2sqkj7ue.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit decltypes/5@b5738apt with digest 4eba51tutqf4cqafmh1v41qt9jc.
[2026-08-13 17:56:38] (0s)  >>> Full cache hit decltypes/5@b5738apt with 504 rows and digest 4eba51tutqf4cqafmh1v41qt9jc.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss Type::TypeofType#5988d37d/1@8c3f27ub for content digest 52f74d2f02db4ebhad965pqit6a.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit #type_operatorsMerge_20#join_rhs/2@a5b30a9b with empty relation.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss project##decltypesMerge#3/1@c572c0n2 for content digest 52f74d2f02db4ebhad965pqit6a.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a/2@7f7036l4 for content digest 92238d40jihac72ombmcdj8b1k7.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss all_passes_gcc_working::GccPassClass#52fccc07/1@4d6a54pn for content digest 4067cd1kaskab46as8n7t2d6dp2.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit Class::Class#9afdbffd/1@65d7f1bo with digest 8b39057h78sabuh1us37qu8ppp4.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit _NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a_Type::Type.getName/0#dispred#77a04__#shared/1@0639964e with digest c78b6bum12trh5lhq31lktvf899.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss Class::Class#9afdbffd/1@65d7f1bo for content digest 8b39057h78sabuh1us37qu8ppp4.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss _NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a_Type::Type.getName/0#dispred#77a04__#shared/1@0639964e for content digest c78b6bum12trh5lhq31lktvf899.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss doublyBoundedFastTC:Class::Class.getABaseClass/0#dispred#e9ba966b:_#Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#3__NameQualifiers::NameQualifyingEle__#higher_order_body:#Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sinkBound#3/2@7e9659f7 for content digest 856fb78hk6fptnr516pcrbpmni6.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sinkBound#3/1@1726ec70 with digest c0c672icb26usilnts8s9ihgvg8.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit _#Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#3__NameQualifiers::NameQualifyingEle__#higher_order_body/1@fcd40ab4 with digest c78b6bum12trh5lhq31lktvf899.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit Class::Class.getABaseClass/0#dispred#e9ba966b/2@81b8f2eh with digest da9d3bosvl26e04uf76p7a0cce2.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sinkBound#3/1@1726ec70 for content digest c0c672icb26usilnts8s9ihgvg8.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss Type::Type.getName/0#dispred#77a04a0a_10#join_rhs/2@7e32e9hm for content digest 0226b0i3iqeomelj64lbpog48m7.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a_10#join_rhs/2@fe138480 for content digest 9cde2bme2sjn33n2r1ssk94nfk6.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss UserType::UserType.getName/0#dispred#68e0aaf0_10#join_rhs/2@ae18cbal for content digest 7170d2lnhf8diugk4tcdsqknvo3.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss _#Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#3__NameQualifiers::NameQualifyingEle__#higher_order_body/1@fcd40ab4 for content digest c78b6bum12trh5lhq31lktvf899.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#3/1@176b0apr with digest e551e7rjc8i47tt2m1rsdmor4re.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#3/1@176b0apr for content digest e551e7rjc8i47tt2m1rsdmor4re.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss Class::Class.getABaseClass/0#dispred#e9ba966b/2@81b8f2eh for content digest da9d3bosvl26e04uf76p7a0cce2.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit Type::Type.getUnderlyingType/0#dispred#bd141f6a/2@4eafcwca with digest c48696nv15r69flrqcn3p4jeu66.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit Class::ClassDerivation.getBaseType/0#dispred#36ad7f0f/2@3358a47h with digest e03073fv41ki5hqoh8gf3abs8f6.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss Type::Type.getUnderlyingType/0#dispred#bd141f6a/2@4eafcwca for content digest c48696nv15r69flrqcn3p4jeu66.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit Type::Type_not_Type::Decltype_Type::IntrinsicTransformedType_TypedefType::TypedefType_Type::TypeofType#704e70f2/1@7e1c1d5m with digest c665aec7eifabddlp85ljjpe260.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss Type::Type_not_Type::Decltype_Type::IntrinsicTransformedType_TypedefType::TypedefType_Type::TypeofType#704e70f2/1@7e1c1d5m for content digest c665aec7eifabddlp85ljjpe260.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss TypedefType::TypedefType#64088755/1@941df5v8 for content digest 07d8d586mbujoi0bnmatg2v0rhd.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit #usertypesMerge_02#join_rhs/2@f614acb9 with digest 0950b0ddb551ip6iqgjeecb2gbe.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss #usertypesMerge_02#join_rhs/2@f614acb9 for content digest 0950b0ddb551ip6iqgjeecb2gbe.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit Type::IntrinsicTransformedType#9604289c_0#antijoin_rhs/1@d9b29cl9 with empty relation.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss Type::TypeofType.getBaseType/0#dispred#0d5513d4_10#join_rhs/2@9b6d11iu for content digest f75030fhv1j9fsng3kitgcnoma0.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit Type::TypeofType.getBaseType/0#dispred#0d5513d4/2@d3954e07 with digest 0785f76ln272t2coqe2c49mp2rd.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss Type::TypeofType.getBaseType/0#dispred#0d5513d4/2@d3954e07 for content digest 0785f76ln272t2coqe2c49mp2rd.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit type_operators/4@a921eav6 with empty relation.
